CrimeId;OriginalCrimeTypeName;OffenseDate;CallTime;CallDateTime;Disposition;Address;City;State;AgencyId;Range;AddressType
160940825;Meet W/citizen;2016-04-03T00:00:00;7:30;2016-04-03T07:30:00;HAN;10th Av/irving St;San Francisco;CA;1;;Intersection
160940827;Traffic Stop;2016-04-03T00:00:00;7:32;2016-04-03T07:32:00;CIT;Leavenworth St/mcallister St;San Francisco;CA;1;;Intersection
160940829;Burglary;2016-04-03T00:00:00;7:31;2016-04-03T07:31:00;UTL;0 Block Of Edward St;San Francisco;CA;1;;Premise Address
160940830;Homeless Complaint;2016-04-03T00:00:00;7:33;2016-04-03T07:33:00;CIT;100 Block Of Sansome St;San Francisco;CA;1;;Premise Address
160940831;Homeless Complaint;2016-04-03T00:00:00;7:33;2016-04-03T07:33:00;ADV;Waller St/octavia St;San Francisco;CA;1;;Intersection
160940833;Passing Call;2016-04-03T00:00:00;7:34;2016-04-03T07:34:00;HAN;University St/woolsey St;San Francisco;CA;1;;Intersection
160940836;Sleepers;2016-04-03T00:00:00;7:34;2016-04-03T07:34:00;ADV;300 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160940837;Traf Violation Cite;2016-04-03T00:00:00;7:35;2016-04-03T07:35:00;Not recorded;Van Ness Av/ofarrell St;San Francisco;CA;1;;Intersection
160940839;Homeless Complaint;2016-04-03T00:00:00;7:35;2016-04-03T07:35:00;ADV;100 Block Of Larkin St;San Francisco;CA;1;;Premise Address
160940841;Passing Call;2016-04-03T00:00:00;7:37;2016-04-03T07:37:00;HAN;University St/bacon St;San Francisco;CA;1;;Intersection
160940843;Meet W/citizen;2016-04-03T00:00:00;7:39;2016-04-03T07:39:00;HAN;1300 Block Of Fell St;San Francisco;CA;1;;Premise Address
160940844;Homeless Complaint;2016-04-03T00:00:00;7:39;2016-04-03T07:39:00;HAN;Taylor St/beach St;San Francisco;CA;1;;Intersection
160940845;Passing Call;2016-04-03T00:00:00;7:40;2016-04-03T07:40:00;HAN;University St/felton St;San Francisco;CA;1;;Intersection
160940846;Homeless Complaint;2016-04-03T00:00:00;7:40;2016-04-03T07:40:00;ADV;30 Grove;;CA;1;;Geo-Override
160940849;Passing Call;2016-04-03T00:00:00;7:40;2016-04-03T07:40:00;HAN;2000 Block Of Mission St;San Francisco;CA;1;;Premise Address
160940852;Suspicious Person;2016-04-03T00:00:00;7:41;2016-04-03T07:41:00;CIT;Folsom St/6th St;San Francisco;CA;1;;Intersection
160940853;Homeless Complaint;2016-04-03T00:00:00;7:42;2016-04-03T07:42:00;ADV;3rd St/market St;San Francisco;CA;1;;Intersection
160940854;Music;2016-04-03T00:00:00;7:38;2016-04-03T07:38:00;HAN;Polk St/francisco St;San Francisco;CA;1;;Intersection
160940855;Sleeper;2016-04-03T00:00:00;7:42;2016-04-03T07:42:00;ADV;4400 Block Of 17th St;San Francisco;CA;1;;Premise Address
160940856;Suspicious Person;2016-04-03T00:00:00;7:42;2016-04-03T07:42:00;ADV;1000 Block Of Shotwell St;San Francisco;CA;1;;Premise Address
160940857;Audible Alarm;2016-04-03T00:00:00;7:44;2016-04-03T07:44:00;PAS;300 Block Of 18th Av;San Francisco;CA;1;;Premise Address
160940859;Suspicious Person;2016-04-03T00:00:00;7:43;2016-04-03T07:43:00;HAN;200 Block Of Hancock St;San Francisco;CA;1;;Premise Address
160940860;Dw;2016-04-03T00:00:00;7:46;2016-04-03T07:46:00;GOA;0 Block Of Bertha Ln;San Francisco;CA;1;;Premise Address
160940861;Passing Call;2016-04-03T00:00:00;7:47;2016-04-03T07:47:00;HAN;University St/silver Av;San Francisco;CA;1;;Intersection
160940862;Vandalism;2016-04-03T00:00:00;7:45;2016-04-03T07:45:00;REP;2100 Block Of Folsom St;San Francisco;CA;1;;Premise Address
160940864;909;2016-04-03T00:00:00;7:46;2016-04-03T07:46:00;NOM;1600 Block Of Green St;San Francisco;CA;1;;Premise Address
160940865;Sw;2016-04-03T00:00:00;7:49;2016-04-03T07:49:00;GOA;2000 Block Of Rivera St;San Francisco;CA;1;;Premise Address
160940868;Passing Call;2016-04-03T00:00:00;7:51;2016-04-03T07:51:00;HAN;700 Block Of Valencia St;San Francisco;CA;1;;Premise Address
160940870;Rtl;2016-04-03T00:00:00;7:51;2016-04-03T07:51:00;HAN;100 Block Of Columbus Av;San Francisco;CA;1;;Premise Address
160940871;Noise Nuisance;2016-04-03T00:00:00;7:51;2016-04-03T07:51:00;22;700 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160940873;Traffic Stop;2016-04-03T00:00:00;7:53;2016-04-03T07:53:00;CIT;Steiner St/oak St;San Francisco;CA;1;;Intersection
160940874;Suspicious Vehicle;2016-04-03T00:00:00;7:51;2016-04-03T07:51:00;ND;30th Av/fulton St;San Francisco;CA;1;;Intersection
160940875;Rep;2016-04-03T00:00:00;7:53;2016-04-03T07:53:00;HAN;0 Block Of Sharon St;San Francisco;CA;1;;Premise Address
160940876;Suspicious Person;2016-04-03T00:00:00;7:54;2016-04-03T07:54:00;ADV;Persia Av/mission St;San Francisco;CA;1;;Intersection
160940878;Sw;2016-04-03T00:00:00;7:55;2016-04-03T07:55:00;HAN;400 Block Of Edinburgh St;San Francisco;CA;1;;Premise Address
160940879;Homeless Complaint;2016-04-03T00:00:00;7:57;2016-04-03T07:57:00;HAN;800 Block Of Market St;San Francisco;CA;1;;Premise Address
160940880;Muni Inspection;2016-04-03T00:00:00;7:57;2016-04-03T07:57:00;Not recorded;San Bruno Av/bacon St;San Francisco;CA;1;;Intersection
160940881;Passing Call;2016-04-03T00:00:00;7:57;2016-04-03T07:57:00;HAN;200 Block Of Hamerton Av;San Francisco;CA;1;;Premise Address
160940882;Poss;2016-04-03T00:00:00;7:55;2016-04-03T07:55:00;REP;2400 Block Of San Bruno Av;San Francisco;CA;1;;Premise Address
160940883;Suspicious Person;2016-04-03T00:00:00;7:58;2016-04-03T07:58:00;ADV;Jessie St/6th St;San Francisco;CA;1;;Intersection
160940885;Suspicious Vehicle;2016-04-03T00:00:00;7:59;2016-04-03T07:59:00;HAN;16th St/valencia St;San Francisco;CA;1;;Intersection
160940886;601;2016-04-03T00:00:00;7:58;2016-04-03T07:58:00;ADV;0 Block Of Marina Bl;San Francisco;CA;1;;Premise Address
160940887;Muni Inspection;2016-04-03T00:00:00;8:00;2016-04-03T08:00:00;HAN;Cole St/carl St;San Francisco;CA;1;;Intersection
160940888;Well Being Check;2016-04-03T00:00:00;7:58;2016-04-03T07:58:00;CAN;300 Block Of 3rd St;San Francisco;CA;1;;Premise Address
160940889;Suspicious Person;2016-04-03T00:00:00;8:01;2016-04-03T08:01:00;HAN;200 Block Of Turk St;San Francisco;CA;1;;Premise Address
160940890;Passing Call;2016-04-03T00:00:00;8:02;2016-04-03T08:02:00;HAN;West Portal Corridor;;CA;1;;Geo-Override
160940891;Suicide Attempt;2016-04-03T00:00:00;8:00;2016-04-03T08:00:00;REP;300 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160940893;Dw;2016-04-03T00:00:00;8:02;2016-04-03T08:02:00;CAN;2100 Block Of 33rd Av;San Francisco;CA;1;;Premise Address
160940896;Suspicious Person;2016-04-03T00:00:00;8:03;2016-04-03T08:03:00;ADV;Steiner St/clay St;San Francisco;CA;1;;Intersection
160940900;Muni Inspection;2016-04-03T00:00:00;8:06;2016-04-03T08:06:00;HAN;500 Block Of Geneva Av;San Francisco;CA;1;;Common Location
160940901;Mentally Disturbed;2016-04-03T00:00:00;8:05;2016-04-03T08:05:00;ADV;600 Block Of Steiner St;San Francisco;CA;1;;Premise Address
160940902;Mentally Disturbed;2016-04-03T00:00:00;8:07;2016-04-03T08:07:00;HAN;8th St/market St;San Francisco;CA;1;;Intersection
160940906;Fight No Weapon;2016-04-03T00:00:00;8:09;2016-04-03T08:09:00;HAN;35th Av/lincoln Wy;San Francisco;CA;1;;Intersection
160940907;Dw/rz;2016-04-03T00:00:00;8:11;2016-04-03T08:11:00;CIT;3100 Block Of Pierce St;San Francisco;CA;1;;Premise Address
160940908;22500e;2016-04-03T00:00:00;8:12;2016-04-03T08:12:00;HAN;600 Block Of 29th Av;San Francisco;CA;1;;Premise Address
160940910;H&r Veh Accident;2016-04-03T00:00:00;8:14;2016-04-03T08:14:00;REP;Jamestown Av/hawes St;San Francisco;CA;1;;Intersection
160940914;Homeless Complaint;2016-04-03T00:00:00;8:14;2016-04-03T08:14:00;ADV;0 Block Of Elgin Pk;San Francisco;CA;1;;Premise Address
160940915;Audible Alarm;2016-04-03T00:00:00;8:14;2016-04-03T08:14:00;CAN;3000 Block Of Mission St;San Francisco;CA;1;;Premise Address
160940917;Male;2016-04-03T00:00:00;8:13;2016-04-03T08:13:00;ADV;1600 Block Of Jackson St;San Francisco;CA;1;;Premise Address
160940918;Sw;2016-04-03T00:00:00;8:15;2016-04-03T08:15:00;CIT;500 Block Of 35th Av;San Francisco;CA;1;;Premise Address
160940919;Petty Theft;2016-04-03T00:00:00;8:15;2016-04-03T08:15:00;REP;700 Block Of Shotwell St;San Francisco;CA;1;;Premise Address
160940920;Passing Call;2016-04-03T00:00:00;8:16;2016-04-03T08:16:00;HAN;Delancey St/bryant St;San Francisco;CA;1;;Intersection
160940922;Indecent Exposure;2016-04-03T00:00:00;8:13;2016-04-03T08:13:00;ADM;18th St/castro St;San Francisco;CA;1;;Intersection
160940923;Suspicious Person;2016-04-03T00:00:00;8:17;2016-04-03T08:17:00;HAN;Golden Gate Av/leavenworth St;San Francisco;CA;1;;Intersection
160940924;Sw;2016-04-03T00:00:00;8:19;2016-04-03T08:19:00;CIT;2600 Block Of Moraga St;San Francisco;CA;1;;Premise Address
160940929;Dw;2016-04-03T00:00:00;8:20;2016-04-03T08:20:00;CIT;200 Block Of 9th Av;San Francisco;CA;1;;Premise Address
160940930;Suspicious Person;2016-04-03T00:00:00;8:20;2016-04-03T08:20:00;HAN;400 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160940931;Stolen Vehicle;2016-04-03T00:00:00;8:18;2016-04-03T08:18:00;ND;300 Block Of Mason St;San Francisco;CA;1;;Premise Address
160940932;Suspicious Person;2016-04-03T00:00:00;8:21;2016-04-03T08:21:00;HAN;Ofarrell St/stockton St;San Francisco;CA;1;;Intersection
160940933;Suspicious Person;2016-04-03T00:00:00;8:19;2016-04-03T08:19:00;GOA;Fern St/polk St;San Francisco;CA;1;;Intersection
160940935;Wz;2016-04-03T00:00:00;8:20;2016-04-03T08:20:00;CIT;2800 Block Of Leavenworth St;San Francisco;CA;1;;Premise Address
160940937;Traffic Stop;2016-04-03T00:00:00;8:24;2016-04-03T08:24:00;CIT;17th St/corbin Pl;San Francisco;CA;1;;Intersection
160940938;Audible Alarm;2016-04-03T00:00:00;8:24;2016-04-03T08:24:00;PAS;500 Block Of Brussels St;San Francisco;CA;1;;Premise Address
160940939;Passing Call;2016-04-03T00:00:00;8:25;2016-04-03T08:25:00;Not recorded;600 Block Of Columbus Av;San Francisco;CA;1;;Common Location
160940940;Passing Call;2016-04-03T00:00:00;8:26;2016-04-03T08:26:00;Not recorded;Lake St/14th Ave;;CA;1;;Geo-Override
160940941;Passing Call;2016-04-03T00:00:00;8:26;2016-04-03T08:26:00;HAN;900 Block Of Market St;San Francisco;CA;1;;Common Location
160940942;Audible Alarm;2016-04-03T00:00:00;8:25;2016-04-03T08:25:00;PAS;600 Block Of Avenue M;Treasure Isla;CA;1;;Premise Address
160940943;Dw;2016-04-03T00:00:00;8:25;2016-04-03T08:25:00;CIT;3200 Block Of Moraga St;San Francisco;CA;1;;Premise Address
160940944;Suspicious Person;2016-04-03T00:00:00;8:26;2016-04-03T08:26:00;GOA;1000 Block Of Clement St;San Francisco;CA;1;;Premise Address
160940946;Homeless Complaint;2016-04-03T00:00:00;8:28;2016-04-03T08:28:00;HAN;600 Block Of Columbus Av;San Francisco;CA;1;;Common Location
160940947;Traffic Stop;2016-04-03T00:00:00;8:29;2016-04-03T08:29:00;CIT;The Embarcadero Nor/sansome St;San Francisco;CA;1;;Intersection
160940948;Audible Alarm;2016-04-03T00:00:00;8:28;2016-04-03T08:28:00;CAN;100 Block Of Ofarrell St;San Francisco;CA;1;;Premise Address
160940950;Passing Call;2016-04-03T00:00:00;8:33;2016-04-03T08:33:00;HAN;13th St/south Van Ness Av;San Francisco;CA;1;;Intersection
160940951;Meet W/citizen;2016-04-03T00:00:00;8:33;2016-04-03T08:33:00;HAN;Lake St/funston Av;San Francisco;CA;1;;Intersection
160940952;Traf Violation Tow;2016-04-03T00:00:00;8:33;2016-04-03T08:33:00;HAN;1900 Block Of Pine St;San Francisco;CA;1;;Premise Address
160940953;Passing Call;2016-04-03T00:00:00;8:33;2016-04-03T08:33:00;HAN;100 Block Of Christmas Tree Point Rd;San Francisco;CA;1;;Common Location
160940954;Homeless Complaint;2016-04-03T00:00:00;8:34;2016-04-03T08:34:00;HAN;Bryant St/beale St;San Francisco;CA;1;;Intersection
160940959;Traffic Stop;2016-04-03T00:00:00;8:38;2016-04-03T08:38:00;CIT;Castro St/market St;San Francisco;CA;1;;Intersection
160940960;Suspicious Person;2016-04-03T00:00:00;8:36;2016-04-03T08:36:00;ADV;Pacific Av/lyon St;San Francisco;CA;1;;Intersection
160940962;Rep;2016-04-03T00:00:00;8:35;2016-04-03T08:35:00;REP;200 Block Of Dakota St;San Francisco;CA;1;;Premise Address
160940963;Dw;2016-04-03T00:00:00;8:38;2016-04-03T08:38:00;HAN;500 Block Of Clayton St;San Francisco;CA;1;;Premise Address
160940966;Fight No Weapon Dv;2016-04-03T00:00:00;8:39;2016-04-03T08:39:00;GOA;600 Block Of 6th St;San Francisco;CA;1;;Premise Address
160940970;Encampment;2016-04-03T00:00:00;8:40;2016-04-03T08:40:00;HAN;1600 Block Of Mission St;San Francisco;CA;1;;Premise Address
160940972;Person W/knife;2016-04-03T00:00:00;8:40;2016-04-03T08:40:00;ADV;1000 Block Of Harrison St;San Francisco;CA;1;;Premise Address
160940973;Homeless Complaint;2016-04-03T00:00:00;8:41;2016-04-03T08:41:00;ADV;Harlan Pl/grant Av;San Francisco;CA;1;;Intersection
160940974;Poss;2016-04-03T00:00:00;8:40;2016-04-03T08:40:00;REP;1400 Block Of 19th Av;San Francisco;CA;1;;Premise Address
160940976;Traffic Stop;2016-04-03T00:00:00;8:42;2016-04-03T08:42:00;ADV;Eddy St/polk St;San Francisco;CA;1;;Intersection
160940978;Passing Call;2016-04-03T00:00:00;8:44;2016-04-03T08:44:00;HAN;400 Block Of Amber Dr;San Francisco;CA;1;;Premise Address
160940980;Petty Theft;2016-04-03T00:00:00;8:41;2016-04-03T08:41:00;REP;2300 Block Of Golden Gate Av;San Francisco;CA;1;;Premise Address
160940981;Traffic Stop;2016-04-03T00:00:00;8:45;2016-04-03T08:45:00;CIT;16th St/capp St;San Francisco;CA;1;;Intersection
160940982;Homeless Complaint;2016-04-03T00:00:00;8:44;2016-04-03T08:44:00;HAN;200 Block Of Church St;San Francisco;CA;1;;Premise Address
160940983;Audible Alarm;2016-04-03T00:00:00;8:44;2016-04-03T08:44:00;PAS;2100 Block Of Oakdale Av;San Francisco;CA;1;;Premise Address
160940985;Caser;2016-04-03T00:00:00;8:45;2016-04-03T08:45:00;GOA;Peralta Av/franconia St;San Francisco;CA;1;;Intersection
160940986;Suspicious Person;2016-04-03T00:00:00;8:45;2016-04-03T08:45:00;GOA;100 Block Of Mcallister St;San Francisco;CA;1;;Premise Address
160940987;Fight No Weapon;2016-04-03T00:00:00;8:42;2016-04-03T08:42:00;HAN;500 Block Of Valencia St;San Francisco;CA;1;;Premise Address
160940988;Casing;2016-04-03T00:00:00;8:45;2016-04-03T08:45:00;UTL;Geary Bl/masonic Av;San Francisco;CA;1;;Intersection
160940989;Dw;2016-04-03T00:00:00;8:46;2016-04-03T08:46:00;CIT;800 Block Of 25th Av;San Francisco;CA;1;;Premise Address
160940990;Suspicious Person;2016-04-03T00:00:00;8:47;2016-04-03T08:47:00;GOA;7th Av/california St;San Francisco;CA;1;;Intersection
160940991;Traffic Stop;2016-04-03T00:00:00;8:49;2016-04-03T08:49:00;CIT;Polk St/eddy St;San Francisco;CA;1;;Intersection
160940992;Mentally Disturbed;2016-04-03T00:00:00;8:49;2016-04-03T08:49:00;NOM;31st Av/judah St;San Francisco;CA;1;;Intersection
160940994;Homeless Complaint;2016-04-03T00:00:00;8:49;2016-04-03T08:49:00;GOA;2000 Block Of Market St;San Francisco;CA;1;;Premise Address
160940996;Suspicious Vehicle;2016-04-03T00:00:00;8:49;2016-04-03T08:49:00;HAN;19th St/minnesota St;San Francisco;CA;1;;Intersection
160940998;Jo;2016-04-03T00:00:00;8:47;2016-04-03T08:47:00;REP;Diamond St/duncan St;San Francisco;CA;1;;Intersection
160941001;Homeless Complaint;2016-04-03T00:00:00;8:51;2016-04-03T08:51:00;CIT;100 Block Of Hyde St;San Francisco;CA;1;;Premise Address
160941003;Passing Call;2016-04-03T00:00:00;8:53;2016-04-03T08:53:00;HAN;Division St/9th St;San Francisco;CA;1;;Intersection
160941006;Sw;2016-04-03T00:00:00;8:54;2016-04-03T08:54:00;GOA;900 Block Of Vallejo St;San Francisco;CA;1;;Premise Address
160941011;Homeless Complaint;2016-04-03T00:00:00;8:56;2016-04-03T08:56:00;CIT;100 Block Of 11th St;San Francisco;CA;1;;Premise Address
160941013;Suspicious Person;2016-04-03T00:00:00;8:56;2016-04-03T08:56:00;CIT;Hyde St/mcallister St;San Francisco;CA;1;;Intersection
160941014;Stattic;2016-04-03T00:00:00;8:56;2016-04-03T08:56:00;NOM;400 Block Of Townsend St;San Francisco;CA;1;;Premise Address
160941016;Homeless Complaint;2016-04-03T00:00:00;8:57;2016-04-03T08:57:00;GOA;1800 Block Of Mission St;San Francisco;CA;1;;Premise Address
160941017;Homeless Complaint;2016-04-03T00:00:00;8:57;2016-04-03T08:57:00;HAN;10th Av/clement St;San Francisco;CA;1;;Intersection
160941020;Dw;2016-04-03T00:00:00;8:58;2016-04-03T08:58:00;CIT;1300 Block Of 47th Av;San Francisco;CA;1;;Premise Address
160941021;Passing Call;2016-04-03T00:00:00;8:58;2016-04-03T08:58:00;HAN;100 Block Of Cargo Wy;San Francisco;CA;1;;Common Location
160941022;Stabbing;2016-04-03T00:00:00;8:58;2016-04-03T08:58:00;GOA;0 Block Of 6th St;San Francisco;CA;1;;Premise Address
160941025;Vandalism;2016-04-03T00:00:00;8:59;2016-04-03T08:59:00;HAN;Franklin St/ellis St;San Francisco;CA;1;;Intersection
160941028;594 Ip;2016-04-03T00:00:00;9:01;2016-04-03T09:01:00;Not recorded;Ellis St/franklin St;San Francisco;CA;1;;Intersection
160941029;Ringing Doorbell;2016-04-03T00:00:00;8:56;2016-04-03T08:56:00;CAN;1000 Block Of Polk St;San Francisco;CA;1;;Premise Address
160941030;Well Being Check;2016-04-03T00:00:00;9:01;2016-04-03T09:01:00;HAN;1100 Block Of South Van Ness Av;San Francisco;CA;1;;Premise Address
160941031;X;2016-04-03T00:00:00;9:03;2016-04-03T09:03:00;ADV;0 Block Of 7th St;San Francisco;CA;1;;Premise Address
160941032;Passing Call;2016-04-03T00:00:00;9:04;2016-04-03T09:04:00;HAN;100 Block Of Cargo Wy;San Francisco;CA;1;;Common Location
160941034;Suspicious Person;2016-04-03T00:00:00;9:03;2016-04-03T09:03:00;GOA;1500 Block Of Howard St;San Francisco;CA;1;;Premise Address
160941035;Vandalism;2016-04-03T00:00:00;9:04;2016-04-03T09:04:00;Not recorded;Franklin St/ellis St;San Francisco;CA;1;;Intersection
160941036;Dw;2016-04-03T00:00:00;9:05;2016-04-03T09:05:00;HAN;1500 Block Of Florida St;San Francisco;CA;1;;Premise Address
160941038;Passing Call;2016-04-03T00:00:00;9:07;2016-04-03T09:07:00;ND;100 Block Of Christmas Tree Point Rd;San Francisco;CA;1;;Common Location
160941039;Well Being Check;2016-04-03T00:00:00;9:05;2016-04-03T09:05:00;GOA;0 Block Of Stockton St;San Francisco;CA;1;;Premise Address
160941040;Veh Accident;2016-04-03T00:00:00;9:02;2016-04-03T09:02:00;HAN;400 Block Of Lisbon St;San Francisco;CA;1;;Premise Address
160941041;Homeless Complaint;2016-04-03T00:00:00;9:07;2016-04-03T09:07:00;GOA;300 Block Of California St;San Francisco;CA;1;;Premise Address
160941042;Assault / Battery;2016-04-03T00:00:00;9:06;2016-04-03T09:06:00;HAN;3400 Block Of Mission St;San Francisco;CA;1;;Common Location
160941044;Homeless Complaint;2016-04-03T00:00:00;9:08;2016-04-03T09:08:00;ADV;0 Block Of Julian Av;San Francisco;CA;1;;Premise Address
160941045;Homeless Complaint;2016-04-03T00:00:00;9:08;2016-04-03T09:08:00;GOA;2400 Block Of Powell St;San Francisco;CA;1;;Premise Address
160941046;Trespasser;2016-04-03T00:00:00;9:09;2016-04-03T09:09:00;HAN;3600 Block Of Cesar Chavez St;San Francisco;CA;1;;Common Location
160941047;Traffic Stop;2016-04-03T00:00:00;9:10;2016-04-03T09:10:00;CIT;Bosworth St/elk St;San Francisco;CA;1;;Intersection
160941048;Trespasser;2016-04-03T00:00:00;9:10;2016-04-03T09:10:00;HAN;400 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160941052;Homeless Complaint;2016-04-03T00:00:00;9:12;2016-04-03T09:12:00;HAN;California St/davis St;San Francisco;CA;1;;Intersection
160941053;Passing Call;2016-04-03T00:00:00;9:13;2016-04-03T09:13:00;HAN;46th Av/judah St;San Francisco;CA;1;;Intersection
160941054;Passing Call;2016-04-03T00:00:00;9:13;2016-04-03T09:13:00;ND;700 Block Of Lombard St;San Francisco;CA;1;;Common Location
160941055;Suspicious Person;2016-04-03T00:00:00;9:14;2016-04-03T09:14:00;ND;0 Block Of United Nations Pz;San Francisco;CA;1;;Premise Address
160941056;Homeless Complaint;2016-04-03T00:00:00;9:13;2016-04-03T09:13:00;ADV;2000 Block Of Page St;San Francisco;CA;1;;Premise Address
160941057;Dw;2016-04-03T00:00:00;9:13;2016-04-03T09:13:00;HAN;200 Block Of Fair Oaks St;San Francisco;CA;1;;Premise Address
160941062;418;2016-04-03T00:00:00;9:12;2016-04-03T09:12:00;HAN;China Basin St/terry A Francois Bl;San Francisco;CA;1;;Intersection
160941064;Male;2016-04-03T00:00:00;9:05;2016-04-03T09:05:00;HAN;200 Block Of Eddy St;San Francisco;CA;1;;Premise Address
160941065;Passing Call;2016-04-03T00:00:00;9:17;2016-04-03T09:17:00;ADV;600 Block Of Columbus Av;San Francisco;CA;1;;Common Location
160941067;Homeless Complaint;2016-04-03T00:00:00;9:16;2016-04-03T09:16:00;GOA;600 Block Of Ofarrell St;San Francisco;CA;1;;Premise Address
160941070;Passing Call;2016-04-03T00:00:00;9:19;2016-04-03T09:19:00;HAN;Oakdale Av/baldwin Ct;San Francisco;CA;1;;Intersection
160941073;Passing Call;2016-04-03T00:00:00;9:20;2016-04-03T09:20:00;HAN;Haight St/cole St;San Francisco;CA;1;;Intersection
160941074;Passing Call;2016-04-03T00:00:00;9:20;2016-04-03T09:20:00;HAN;Pier 50;;CA;1;;Geo-Override
160941076;Mentally Disturbed;2016-04-03T00:00:00;9:21;2016-04-03T09:21:00;ADV;900 Block Of Hyde St;San Francisco;CA;1;;Premise Address
160941077;22500f;2016-04-03T00:00:00;9:21;2016-04-03T09:21:00;GOA;32nd Av/moraga St;San Francisco;CA;1;;Intersection
160941078;Noise Nuisance;2016-04-03T00:00:00;9:19;2016-04-03T09:19:00;GOA;200 Block Of Middle Point Rd;San Francisco;CA;1;;Premise Address
160941079;Homeless Complaint;2016-04-03T00:00:00;9:20;2016-04-03T09:20:00;ADV;Laussat St/webster St;San Francisco;CA;1;;Intersection
160941080;Traffic Stop;2016-04-03T00:00:00;9:22;2016-04-03T09:22:00;CIT;Balboa St/26th Av;San Francisco;CA;1;;Intersection
160941082;Muni Inspection;2016-04-03T00:00:00;9:23;2016-04-03T09:23:00;HAN;West Portal Station;;CA;1;;Geo-Override
160941083;Homeless Complaint;2016-04-03T00:00:00;9:23;2016-04-03T09:23:00;HAN;La Playa/judah St;San Francisco;CA;1;;Intersection
160941084;I/p;2016-04-03T00:00:00;9:22;2016-04-03T09:22:00;ADV;0 Block Of Oakwood St;San Francisco;CA;1;;Premise Address
160941085;Sw;2016-04-03T00:00:00;9:25;2016-04-03T09:25:00;GOA;1700 Block Of Bryant St;San Francisco;CA;1;;Premise Address
160941086;Passing Call;2016-04-03T00:00:00;9:25;2016-04-03T09:25:00;HAN;Fishermans Wharf;;CA;1;;Geo-Override
160941087;Suspicious Person;2016-04-03T00:00:00;9:25;2016-04-03T09:25:00;HAN;2300 Block Of 16th St;San Francisco;CA;1;;Premise Address
160941088;Dw;2016-04-03T00:00:00;9:25;2016-04-03T09:25:00;GOA;1300 Block Of 47th Av;San Francisco;CA;1;;Premise Address
160941090;Tow Truck;2016-04-03T00:00:00;9:24;2016-04-03T09:24:00;GOA;3000 Block Of Judah St;San Francisco;CA;1;;Premise Address
160941093;601uwg;2016-04-03T00:00:00;9:25;2016-04-03T09:25:00;ADV;100 Block Of 6th St;San Francisco;CA;1;;Premise Address
160941094;Muni Inspection;2016-04-03T00:00:00;9:27;2016-04-03T09:27:00;HAN;Clement St/10th Av;San Francisco;CA;1;;Intersection
160941095;Homeless Complaint;2016-04-03T00:00:00;9:27;2016-04-03T09:27:00;HAN;Vermont St/alameda St;San Francisco;CA;1;;Intersection
160941096;911;2016-04-03T00:00:00;9:26;2016-04-03T09:26:00;ADV;2000 Block Of Post St;San Francisco;CA;1;;Premise Address
160941097;Muni Inspection;2016-04-03T00:00:00;9:29;2016-04-03T09:29:00;HAN;19th Ave/winston Dr;;CA;1;;Geo-Override
160941099;Meet W/citizen;2016-04-03T00:00:00;9:24;2016-04-03T09:24:00;HAN;200 Block Of Bella Vista Wy;San Francisco;CA;1;;Premise Address
160941101;Poss 519;2016-04-03T00:00:00;9:28;2016-04-03T09:28:00;HAN;Francisco St/franklin St;San Francisco;CA;1;;Intersection
160941102;Suspicious Person;2016-04-03T00:00:00;9:30;2016-04-03T09:30:00;CIT;200 Block Of Golden Gate Av;San Francisco;CA;1;;Premise Address
160941103;Meet W/citizen;2016-04-03T00:00:00;9:31;2016-04-03T09:31:00;REP;Post St/buchanan St;San Francisco;CA;1;;Intersection
160941104;Suspicious Person;2016-04-03T00:00:00;9:31;2016-04-03T09:31:00;CIT;4700 Block Of Mission St;San Francisco;CA;1;;Premise Address
160941105;911;2016-04-03T00:00:00;9:31;2016-04-03T09:31:00;ADV;3100 Block Of Franklin St;San Francisco;CA;1;;Premise Address
160941106;Rz;2016-04-03T00:00:00;9:32;2016-04-03T09:32:00;GOA;1600 Block Of Baker St;San Francisco;CA;1;;Premise Address
160941107;Suspicious Vehicle;2016-04-03T00:00:00;9:32;2016-04-03T09:32:00;HAN;400 Block Of Bay St;San Francisco;CA;1;;Premise Address
160941108;Rep;2016-04-03T00:00:00;9:32;2016-04-03T09:32:00;REP;500 Block Of Arballo Dr;San Francisco;CA;1;;Premise Address
160941109;Audible Alarm;2016-04-03T00:00:00;9:33;2016-04-03T09:33:00;CAN;700 Block Of Market St;San Francisco;CA;1;;Premise Address
160941111;Muni Inspection;2016-04-03T00:00:00;9:34;2016-04-03T09:34:00;HAN;19th Ave/randolph;;CA;1;;Geo-Override
160941112;Traffic Stop;2016-04-03T00:00:00;9:35;2016-04-03T09:35:00;CIT;Bosworth St/elk St;San Francisco;CA;1;;Intersection
160941114;Burglary;2016-04-03T00:00:00;9:31;2016-04-03T09:31:00;REP;1500 Block Of Eddy St;San Francisco;CA;1;;Premise Address
160941115;Traffic Stop;2016-04-03T00:00:00;9:37;2016-04-03T09:37:00;HAN;1800 Blk Keith St;San Francisco;CA;1;;Geo-Override
